Iteración,Agente,Posición,Energía,Sed,Edad,Tiene Hambre,Tiene Sed,Ha Comido,Ha Bebido,Muerto,Causa de Muerte
1,0,"(0, 2)",10,15,1,False,False,False,False,False,
1,1,"(4, 2)",9,15,1,False,False,False,False,False,
1,2,"(0, 6)",9,15,1,False,False,False,False,False,
2,0,"(1, 2)",9,14,2,False,False,False,False,False,
2,1,"(4, 3)",8,14,2,False,False,False,False,False,
2,2,"(0, 6)",8,14,2,False,False,False,False,False,
3,0,"(0, 2)",8,13,3,False,False,False,False,False,
3,1,"(5, 3)",7,13,3,True,False,False,False,False,
3,2,"(1, 6)",7,13,3,True,False,True,False,False,
4,0,"(0, 2)",7,12,4,True,True,False,False,False,
4,1,"(5, 3)",6,12,4,True,True,False,True,False,
4,2,"(2, 6)",11,12,4,False,True,True,True,False,
5,0,"(1, 2)",6,11,5,True,True,False,False,False,
5,1,"(5, 3)",5,21,5,True,False,False,True,False,
5,2,"(3, 7)",10,21,5,False,False,True,True,False,
6,0,"(1, 2)",5,10,6,True,True,False,False,False,
6,1,"(4, 3)",4,20,6,True,False,False,True,False,
6,2,"(3, 7)",9,20,6,False,False,True,True,False,
7,0,"(2, 2)",4,9,7,True,True,False,False,False,
7,1,"(4, 3)",3,19,7,True,False,False,True,False,
7,2,"(3, 7)",8,19,7,False,False,True,True,False,
8,0,"(2, 3)",3,8,8,True,True,False,False,False,
8,1,"(4, 2)",2,18,8,True,False,False,True,False,
8,2,"(2, 7)",7,18,8,True,False,True,True,False,
9,0,"(3, 3)",2,7,9,True,True,False,False,False,
9,1,"(4, 2)",1,17,9,True,False,False,True,True,Energía
9,2,"(2, 8)",6,17,9,True,False,True,True,False,
10,0,"(4, 3)",1,6,10,True,True,False,True,True,Energía
10,1,,0,16,-1,True,False,False,False,True,Energía
10,2,"(2, 8)",5,16,10,True,False,True,True,False,
11,0,,0,15,-1,True,False,False,False,True,Energía
11,1,,0,16,-1,True,False,False,False,True,Energía
11,2,"(2, 9)",4,15,11,True,False,True,True,False,
12,0,,0,15,-1,True,False,False,False,True,Energía
12,1,,0,16,-1,True,False,False,False,True,Energía
12,2,"(1, 9)",3,14,12,True,False,True,True,False,
13,0,,0,15,-1,True,False,False,False,True,Energía
13,1,,0,16,-1,True,False,False,False,True,Energía
13,2,"(0, 9)",2,13,13,True,False,True,True,False,
14,0,,0,15,-1,True,False,False,False,True,Energía
14,1,,0,16,-1,True,False,False,False,True,Energía
14,2,"(0, 8)",1,12,14,True,True,True,True,True,Energía
