Iteración,Agente,Posición,Energía,Sed,Edad,Tiene Hambre,Tiene Sed,Ha Comido,Ha Bebido,Muerto,Causa de Muerte
1,0,"(2, 5)",9,15,1,False,False,False,False,False,
1,1,"(2, 0)",8,15,1,False,False,False,False,False,
1,2,"(5, 1)",9,15,1,False,False,False,False,False,
1,3,"(3, 7)",12,15,1,False,False,False,False,False,
1,4,"(8, 5)",7,15,1,True,False,False,False,False,
2,0,"(2, 6)",8,14,2,False,False,False,False,False,
2,1,"(2, 1)",7,14,2,True,False,False,False,False,
2,2,"(5, 0)",8,14,2,False,False,False,False,False,
2,3,"(4, 7)",11,14,2,False,False,False,False,False,
2,4,"(8, 5)",6,14,2,True,False,False,False,False,
3,0,"(2, 5)",7,13,3,True,False,False,False,False,
3,1,"(1, 1)",6,13,3,True,False,True,False,False,
3,2,"(6, 0)",7,13,3,True,False,False,False,False,
3,3,"(4, 8)",10,13,3,False,False,False,False,False,
3,4,"(8, 6)",5,13,3,True,False,False,False,False,
4,0,"(1, 4)",6,12,4,True,True,True,False,False,
4,1,"(0, 1)",10,12,4,False,True,True,False,False,
4,2,"(5, 0)",6,12,4,True,True,True,False,False,
4,3,"(4, 8)",9,12,4,False,True,False,True,False,
4,4,"(9, 7)",4,12,4,True,True,True,False,False,
5,0,"(1, 3)",10,11,5,False,True,True,True,False,
5,1,"(1, 1)",9,11,5,False,True,True,False,False,
5,2,"(4, 0)",10,11,5,False,True,True,True,False,
5,3,"(3, 7)",8,21,5,False,False,False,True,False,
5,4,"(9, 8)",8,11,5,False,True,True,True,False,
6,0,"(2, 4)",9,20,6,False,False,True,True,False,
6,1,"(2, 2)",8,10,6,False,True,True,True,False,
6,2,"(5, 1)",9,20,6,False,False,True,True,False,
6,3,"(3, 7)",7,20,6,True,False,False,True,False,
6,4,"(8, 9)",7,20,6,True,False,True,True,False,
7,0,"(1, 4)",8,19,7,False,False,True,True,False,
7,1,"(3, 3)",7,19,7,True,False,True,True,False,
7,2,"(5, 0)",8,19,7,False,False,True,True,False,
7,3,"(2, 7)",6,19,7,True,False,True,True,False,
7,4,"(9, 9)",6,19,7,True,False,True,True,False,
8,0,"(0, 4)",7,18,8,True,False,True,True,False,
8,1,"(3, 2)",6,18,8,True,False,True,True,False,
8,2,"(4, 0)",7,18,8,True,False,True,True,False,
8,3,"(1, 7)",10,18,8,False,False,True,True,False,
8,4,"(9, 8)",5,18,8,True,False,True,True,False,
9,0,"(0, 3)",6,17,9,True,False,True,True,False,
9,1,"(3, 1)",5,17,9,True,False,True,True,False,
9,2,"(5, 0)",6,17,9,True,False,True,True,False,
9,3,"(0, 7)",9,17,9,False,False,True,True,False,
9,4,"(9, 7)",4,17,9,True,False,True,True,False,
10,0,"(0, 2)",5,16,10,True,False,True,True,False,
10,1,"(3, 0)",4,16,10,True,False,True,True,False,
10,2,"(6, 0)",5,16,10,True,False,True,True,False,
10,3,"(0, 6)",8,16,10,False,False,True,True,False,
10,4,"(8, 7)",3,16,10,True,False,True,True,False,
11,0,"(1, 2)",4,15,11,True,False,True,True,False,
11,1,"(3, 0)",3,15,11,True,False,True,True,False,
11,2,"(7, 1)",4,15,11,True,False,True,True,False,
11,3,"(0, 7)",7,15,11,True,False,True,True,False,
11,4,"(9, 7)",2,15,11,True,False,True,True,False,
12,0,"(1, 2)",3,14,12,True,False,True,True,False,
12,1,"(3, 1)",2,14,12,True,False,True,True,False,
12,2,"(8, 2)",8,14,12,False,False,True,True,False,
12,3,"(0, 6)",6,14,12,True,False,True,True,False,
12,4,"(9, 8)",1,14,12,True,False,True,True,True,Energía
13,0,"(1, 2)",2,13,13,True,False,True,True,False,
13,1,"(2, 1)",1,13,13,True,False,True,True,True,Energía
13,2,"(8, 2)",7,13,13,True,False,True,True,False,
13,3,"(0, 5)",5,13,13,True,False,True,True,False,
13,4,,0,13,-1,True,False,False,False,True,Energía
14,0,"(0, 2)",1,12,14,True,True,True,True,True,Energía
14,1,,0,12,-1,True,True,False,False,True,Energía
14,2,"(9, 1)",11,12,14,False,True,True,True,False,
14,3,"(0, 4)",4,12,14,True,True,True,True,False,
14,4,,0,13,-1,True,False,False,False,True,Energía
15,0,,0,11,-1,True,True,False,False,True,Energía
15,1,,0,12,-1,True,True,False,False,True,Energía
15,2,"(8, 1)",10,11,15,False,True,True,True,False,
15,3,"(0, 4)",3,11,15,True,True,True,True,False,
15,4,,0,13,-1,True,False,False,False,True,Energía
16,0,,0,11,-1,True,True,False,False,True,Energía
16,1,,0,12,-1,True,True,False,False,True,Energía
16,2,"(7, 2)",9,10,16,False,True,True,True,False,
16,3,"(1, 4)",2,10,16,True,True,True,True,False,
16,4,,0,13,-1,True,False,False,False,True,Energía
17,0,,0,11,-1,True,True,False,False,True,Energía
17,1,,0,12,-1,True,True,False,False,True,Energía
17,2,"(6, 3)",8,19,17,False,False,True,True,False,
17,3,"(1, 5)",1,9,17,True,True,True,True,True,Energía
17,4,,0,13,-1,True,False,False,False,True,Energía
18,0,,0,11,-1,True,True,False,False,True,Energía
18,1,,0,12,-1,True,True,False,False,True,Energía
18,2,"(7, 3)",7,18,18,True,False,True,True,False,
18,3,,0,8,-1,True,True,False,False,True,Energía
18,4,,0,13,-1,True,False,False,False,True,Energía
19,0,,0,11,-1,True,True,False,False,True,Energía
19,1,,0,12,-1,True,True,False,False,True,Energía
19,2,"(8, 3)",6,17,19,True,False,True,True,False,
19,3,,0,8,-1,True,True,False,False,True,Energía
19,4,,0,13,-1,True,False,False,False,True,Energía
20,0,,0,11,-1,True,True,False,False,True,Energía
20,1,,0,12,-1,True,True,False,False,True,Energía
20,2,"(9, 3)",5,16,20,True,False,True,True,False,
20,3,,0,8,-1,True,True,False,False,True,Energía
20,4,,0,13,-1,True,False,False,False,True,Energía
21,0,,0,11,-1,True,True,False,False,True,Energía
21,1,,0,12,-1,True,True,False,False,True,Energía
21,2,"(9, 3)",4,15,21,True,False,True,True,False,
21,3,,0,8,-1,True,True,False,False,True,Energía
21,4,,0,13,-1,True,False,False,False,True,Energía
22,0,,0,11,-1,True,True,False,False,True,Energía
22,1,,0,12,-1,True,True,False,False,True,Energía
22,2,"(9, 3)",3,14,22,True,False,True,True,False,
22,3,,0,8,-1,True,True,False,False,True,Energía
22,4,,0,13,-1,True,False,False,False,True,Energía
23,0,,0,11,-1,True,True,False,False,True,Energía
23,1,,0,12,-1,True,True,False,False,True,Energía
23,2,"(8, 3)",2,13,23,True,False,True,True,False,
23,3,,0,8,-1,True,True,False,False,True,Energía
23,4,,0,13,-1,True,False,False,False,True,Energía
24,0,,0,11,-1,True,True,False,False,True,Energía
24,1,,0,12,-1,True,True,False,False,True,Energía
24,2,"(8, 3)",1,12,24,True,True,True,True,True,Energía
24,3,,0,8,-1,True,True,False,False,True,Energía
24,4,,0,13,-1,True,False,False,False,True,Energía
